,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,B365W,B365L,B&WW,B&WL,EXW,EXL,PSW,PSL,WPts,LPts,UBW,UBL,LBW,LBL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,year,Player1,Player2,Won,RankDiff,PtsDiff,OddsDiff,MaxOddsDiff,WeightedRndDiff,RoundDiff
48435,35,Stuttgart,Mercedes Cup,2017-06-17 00:00:00,ATP250,Outdoor,Grass,Semifinals,3,Pouille L.,Paire B.,16,49,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.61,2.3,,,1.57,2.25,1.64,2.44,2365,915,,,1.61,2.25,,,1.67,2.45,1.63,2.28,2017,Pouille L.,Paire B.,1,33,1450,-0.6499999999999999,-0.7800000000000002,0,0
48436,35,Stuttgart,Mercedes Cup,2017-06-18 00:00:00,ATP250,Outdoor,Grass,The Final,3,Pouille L.,Lopez F.,16,33,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,2.1,1.72,,,2.0,1.72,2.17,1.79,2365,1115,,,2.0,1.8,,,2.17,1.82,2.07,1.76,2017,Lopez F.,Pouille L.,0,-17,-1250,-0.30999999999999983,-0.34999999999999987,0,0
48437,36,Halle,Gerry Weber Open,2017-06-19 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Kohlschreiber P.,Sousa J.,56,57,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,1.18,4.5,,,1.17,4.4,1.21,4.9,840,830,,,1.2,4.5,,,1.21,5.0,1.19,4.53,2017,Sousa J.,Kohlschreiber P.,0,-1,-10,3.3400000000000003,3.79,0,0
48438,36,Halle,Gerry Weber Open,2017-06-19 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Rublev A.,Ramos-Vinolas A.,106,22,6.0,7.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,2.25,1.57,,,2.2,1.6,2.33,1.67,503,1885,,,2.25,1.61,,,2.38,1.73,2.27,1.62,2017,Ramos-Vinolas A.,Rublev A.,0,84,1382,-0.6499999999999999,-0.6499999999999999,0,0
48439,36,Halle,Gerry Weber Open,2017-06-19 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Brown D.,Pospisil V.,95,76,6.0,1.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,,,,,,,,,2.37,1.53,,,2.5,1.47,2.73,1.51,560,671,,,2.62,1.5,,,2.75,1.54,2.59,1.49,2017,Pospisil V.,Brown D.,0,19,111,-1.0999999999999999,-1.21,0,0
48440,36,Halle,Gerry Weber Open,2017-06-19 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Gasquet R.,Monfils G.,30,16,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,,,,,2.1,1.66,,,2.0,1.72,2.16,1.76,1335,2545,,,2.0,1.8,,,2.25,1.8,2.13,1.7,2017,Gasquet R.,Monfils G.,1,-14,-1210,0.42999999999999994,0.44999999999999996,0,0
48441,36,Halle,Gerry Weber Open,2017-06-19 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Thiem D.,Marterer M.,8,122,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.16,5.0,,,1.14,5.0,1.13,6.81,3895,449,,,1.17,5.0,,,1.18,6.81,1.16,5.16,2017,Thiem D.,Marterer M.,1,114,3446,-4.0,-5.63,0,0
48442,36,Halle,Gerry Weber Open,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Bautista Agut R.,Berlocq C.,19,79,6.0,0.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,,,,,,,,,1.07,9.0,,,1.06,7.25,1.09,8.95,2110,668,,,1.08,7.5,,,1.1,9.03,1.08,7.77,2017,Berlocq C.,Bautista Agut R.,0,-60,-1442,6.6899999999999995,7.93,0,0
48443,36,Halle,Gerry Weber Open,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Zverev M.,Lacko L.,29,103,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.33,3.25,,,1.35,2.95,1.44,3.0,1371,511,,,1.36,3.25,,,1.44,3.25,1.37,3.03,2017,Zverev M.,Lacko L.,1,74,860,-1.6599999999999997,-1.81,0,0
48444,36,Halle,Gerry Weber Open,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Nishikori K.,Verdasco F.,9,34,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,1.36,3.0,,,1.4,2.75,1.47,2.85,3785,1175,,,1.4,3.0,,,1.47,3.0,1.42,2.82,2017,Verdasco F.,Nishikori K.,0,-25,-2610,1.4,1.53,0,0
48445,36,Halle,Gerry Weber Open,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Haase R.,Ferrer D.,42,37,3.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,,,,,1.66,2.1,,,1.72,2.0,1.76,2.16,983,1005,,,1.73,2.1,,,1.8,2.16,1.73,2.09,2017,Ferrer D.,Haase R.,0,5,22,0.3599999999999999,0.3600000000000001,0,0
48446,36,Halle,Gerry Weber Open,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Khachanov K.,Simon G.,38,35,6.0,2.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,,,,,2.1,1.66,,,2.0,1.72,2.1,1.81,1005,1095,,,2.0,1.8,,,2.1,1.83,2.03,1.76,2017,Simon G.,Khachanov K.,0,3,90,-0.2699999999999998,-0.27,0,0
48447,36,Halle,Gerry Weber Open,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Tomic B.,Haas T.,61,252,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.83,1.83,,,1.85,1.85,1.93,1.96,785,205,,,1.91,1.91,,,1.93,2.0,1.87,1.9,2017,Tomic B.,Haas T.,1,191,580,-0.029999999999999805,-0.07000000000000006,0,0
48448,36,Halle,Gerry Weber Open,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Mayer F.,Paire B.,134,44,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.8,1.9,,,1.85,1.85,2.02,1.87,410,960,,,1.91,1.91,,,2.02,2.05,1.91,1.87,2017,Mayer F.,Paire B.,1,-90,-550,0.039999999999999813,-0.029999999999999805,0,0
48449,36,Halle,Gerry Weber Open,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Zverev A.,Lorenzi P.,12,33,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.05,11.0,,,1.04,8.5,1.06,11.82,2860,1188,,,1.06,9.0,,,1.06,13.0,1.05,10.34,2017,Lorenzi P.,Zverev A.,0,-21,-1672,9.29,11.94,0,0
48450,36,Halle,Gerry Weber Open,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Pouille L.,Struff J.L.,15,49,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,1.57,2.25,,,1.57,2.25,1.67,2.32,2570,883,,,1.61,2.25,,,1.67,2.5,1.62,2.28,2017,Pouille L.,Struff J.L.,1,34,1687,-0.6599999999999997,-0.8300000000000001,0,0
48451,36,Halle,Gerry Weber Open,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Federer R.,Sugita Y.,5,66,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.06,10.0,,,1.05,7.75,1.03,16.01,4765,723,,,1.07,8.0,,,1.07,16.89,1.05,10.78,2017,Federer R.,Sugita Y.,1,61,4042,-9.729999999999999,-15.82,0,0
48452,36,Halle,Gerry Weber Open,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Youzhny M.,Karlovic I.,88,24,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,3.4,1.3,,,3.2,1.3,3.5,1.34,595,1835,,,3.25,1.36,,,3.5,1.36,3.33,1.32,2017,Youzhny M.,Karlovic I.,1,-64,-1240,2.01,2.1399999999999997,0,0
48453,36,Halle,Gerry Weber Open,2017-06-21 00:00:00,ATP500,Outdoor,Grass,2nd Round,3,Gasquet R.,Tomic B.,30,61,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.5,2.5,,,1.5,2.4,1.55,2.64,1335,785,,,1.53,2.5,,,1.55,2.64,1.52,2.51,2017,Tomic B.,Gasquet R.,0,-31,-550,0.9899999999999998,1.09,0,0
48454,36,Halle,Gerry Weber Open,2017-06-21 00:00:00,ATP500,Outdoor,Grass,2nd Round,3,Bautista Agut R.,Brown D.,19,95,6.0,4.0,1.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,,,,,,,,,1.36,3.0,,,1.33,3.05,1.38,3.33,2110,560,,,1.36,3.25,,,1.44,3.33,1.36,3.1,2017,Brown D.,Bautista Agut R.,0,-76,-1550,1.74,1.8900000000000001,0,0
48455,36,Halle,Gerry Weber Open,2017-06-21 00:00:00,ATP500,Outdoor,Grass,2nd Round,3,Zverev A.,Kohlschreiber P.,12,56,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.36,3.0,,,1.35,2.95,1.41,3.17,2860,840,,,1.4,3.0,,,1.41,3.36,1.36,3.08,2017,Zverev A.,Kohlschreiber P.,1,44,2020,-1.72,-1.95,0,0
48456,36,Halle,Gerry Weber Open,2017-06-21 00:00:00,ATP500,Outdoor,Grass,2nd Round,3,Haase R.,Thiem D.,42,8,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,5.0,1.16,,,4.4,1.17,4.69,1.23,983,3895,,,5.0,1.17,,,5.5,1.23,4.6,1.19,2017,Haase R.,Thiem D.,1,-34,-2912,3.4099999999999997,4.27,0,0
48457,36,Halle,Gerry Weber Open,2017-06-22 00:00:00,ATP500,Outdoor,Grass,2nd Round,3,Khachanov K.,Nishikori K.,38,9,3.0,2.0,,,,,,,,,0.0,0.0,Retired,,,,,,,,,3.5,1.28,,,3.35,1.28,3.88,1.3,1005,3785,,,3.5,1.3,,,3.88,1.32,3.54,1.3,2017,Nishikori K.,Khachanov K.,0,29,2780,-2.24,-2.5599999999999996,0,0
48458,36,Halle,Gerry Weber Open,2017-06-22 00:00:00,ATP500,Outdoor,Grass,2nd Round,3,Rublev A.,Youzhny M.,106,88,6.0,0.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,,,,,2.25,1.57,,,2.2,1.6,2.33,1.67,503,595,,,2.25,1.61,,,2.38,1.73,2.26,1.62,2017,Youzhny M.,Rublev A.,0,18,92,-0.6399999999999997,-0.6499999999999999,0,0
48459,36,Halle,Gerry Weber Open,2017-06-22 00:00:00,ATP500,Outdoor,Grass,2nd Round,3,Mayer F.,Pouille L.,134,15,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,,,,,2.37,1.53,,,2.35,1.53,2.56,1.58,410,2570,,,2.37,1.57,,,2.56,1.69,2.36,1.58,2017,Mayer F.,Pouille L.,1,-119,-2160,0.7799999999999998,0.8700000000000001,0,0
48460,36,Halle,Gerry Weber Open,2017-06-22 00:00:00,ATP500,Outdoor,Grass,2nd Round,3,Federer R.,Zverev M.,5,29,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.12,6.0,,,1.11,5.6,1.14,6.9,4765,1371,,,1.14,5.5,,,1.16,6.9,1.13,5.91,2017,Zverev M.,Federer R.,0,-24,-3394,4.78,5.74,0,0
48461,36,Halle,Gerry Weber Open,2017-06-23 00:00:00,ATP500,Outdoor,Grass,Quarterfinals,3,Khachanov K.,Rublev A.,38,106,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,,,,,1.44,2.75,,,1.42,2.65,1.51,2.8,1005,503,,,1.44,2.75,,,1.51,2.85,1.46,2.68,2017,Rublev A.,Khachanov K.,0,-68,-502,1.2200000000000002,1.34,0,0
48462,36,Halle,Gerry Weber Open,2017-06-23 00:00:00,ATP500,Outdoor,Grass,Quarterfinals,3,Gasquet R.,Haase R.,30,42,6.0,1.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,,,,,,,,,1.4,3.0,,,1.35,2.95,1.38,3.41,1335,983,,,1.36,3.25,,,1.42,3.41,1.36,3.14,2017,Haase R.,Gasquet R.,0,-12,-352,1.78,1.9900000000000002,0,0
48463,36,Halle,Gerry Weber Open,2017-06-23 00:00:00,ATP500,Outdoor,Grass,Quarterfinals,3,Federer R.,Mayer F.,5,134,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.08,8.0,,,1.07,7.0,1.09,9.81,4765,410,,,1.08,7.5,,,1.11,10.85,1.08,8.25,2017,Mayer F.,Federer R.,0,-129,-4355,7.17,9.74,0,0
48464,36,Halle,Gerry Weber Open,2017-06-23 00:00:00,ATP500,Outdoor,Grass,Quarterfinals,3,Zverev A.,Bautista Agut R.,12,19,6.0,7.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,,,,,,,,,1.28,3.75,,,1.27,3.45,1.29,4.14,2860,2110,,,1.3,3.5,,,1.32,4.14,1.28,3.67,2017,Bautista Agut R.,Zverev A.,0,-7,-750,2.3899999999999997,2.8199999999999994,0,0
48465,36,Halle,Gerry Weber Open,2017-06-24 00:00:00,ATP500,Outdoor,Grass,Semifinals,3,Federer R.,Khachanov K.,5,38,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.07,9.0,,,1.06,7.25,1.09,10.2,4765,1005,,,1.08,7.5,,,1.1,10.2,1.08,8.23,2017,Federer R.,Khachanov K.,1,33,3760,-7.15,-9.1,0,0
48466,36,Halle,Gerry Weber Open,2017-06-24 00:00:00,ATP500,Outdoor,Grass,Semifinals,3,Zverev A.,Gasquet R.,12,30,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,,,,,1.36,3.25,,,1.35,2.95,1.38,3.39,2860,1335,,,1.4,3.0,,,1.4,3.4,1.36,3.11,2017,Gasquet R.,Zverev A.,0,-18,-1525,1.7499999999999998,2.0,0,0
48467,36,Halle,Gerry Weber Open,2017-06-25 00:00:00,ATP500,Outdoor,Grass,The Final,3,Federer R.,Zverev A.,5,12,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.44,2.75,,,1.42,2.65,1.47,2.95,4765,2860,,,1.44,2.75,,,1.47,3.0,1.43,2.83,2017,Federer R.,Zverev A.,1,7,1905,-1.4000000000000001,-1.53,0,0
48468,37,Queens Club,AEGON Championships,2017-06-19 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Tsonga J.W.,Mannarino A.,10,62,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.22,4.33,,,1.23,3.75,1.28,4.02,3040,766,,,1.28,3.75,,,1.3,4.33,1.24,3.94,2017,Mannarino A.,Tsonga J.W.,0,-52,-2274,2.7,3.0300000000000002,0,0
48469,37,Queens Club,AEGON Championships,2017-06-19 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Dimitrov G.,Harrison R.,11,41,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.2,4.33,,,1.18,4.3,1.22,4.8,2980,993,,,1.22,4.33,,,1.22,5.0,1.2,4.43,2017,Harrison R.,Dimitrov G.,0,-30,-1987,3.2299999999999995,3.7800000000000002,0,0
48470,37,Queens Club,AEGON Championships,2017-06-19 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Berdych T.,Darcis S.,14,58,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.2,4.33,,,1.19,4.2,1.22,4.74,2570,821,,,1.22,4.33,,,1.22,4.9,1.2,4.47,2017,Darcis S.,Berdych T.,0,-44,-1749,3.2699999999999996,3.6800000000000006,0,0
48471,37,Queens Club,AEGON Championships,2017-06-19 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Young D.,Kyrgios N.,55,20,7.0,6.0,,,,,,,,,1.0,0.0,Retired,,,,,,,,,4.5,1.18,,,4.6,1.16,5.47,1.18,845,2110,,,4.33,1.22,,,5.5,1.22,4.78,1.18,2017,Young D.,Kyrgios N.,1,-35,-1265,3.6000000000000005,4.28,0,0
48472,37,Queens Club,AEGON Championships,2017-06-19 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Shapovalov D.,Edmund K.,193,47,7.0,6.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,3.5,1.28,,,3.1,1.32,3.09,1.42,279,898,,,3.4,1.33,,,3.5,1.42,3.18,1.34,2017,Edmund K.,Shapovalov D.,0,146,619,-1.84,-2.08,0,0
48473,37,Queens Club,AEGON Championships,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Kokkinakis T.,Raonic M.,698,6,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,7.0,1.1,,,7.0,1.07,8.95,1.09,30,4150,,,7.0,1.1,,,9.03,1.1,7.58,1.08,2017,Raonic M.,Kokkinakis T.,0,692,4120,-6.5,-7.93,0,0
48474,37,Queens Club,AEGON Championships,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Benneteau J.,Ward J.,87,1062,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.22,4.0,,,1.2,4.1,1.22,4.74,599,8,,,1.25,4.0,,,1.25,4.85,1.21,4.33,2017,Ward J.,Benneteau J.,0,-975,-591,3.12,3.5999999999999996,0,0
48475,37,Queens Club,AEGON Championships,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Kozlov S.,Johnson S.,149,25,3.0,6.0,6.0,1.0,6.0,1.0,,,,,2.0,1.0,Completed,,,,,,,,,3.25,1.33,,,3.1,1.32,3.34,1.37,379,1600,,,3.4,1.33,,,3.5,1.37,3.21,1.34,2017,Johnson S.,Kozlov S.,0,124,1221,-1.8699999999999999,-2.13,0,0
48476,37,Queens Club,AEGON Championships,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Lopez F.,Wawrinka S.,32,3,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,,,,,,,,,2.25,1.57,,,2.3,1.55,2.4,1.63,1220,6175,,,2.37,1.57,,,2.5,1.63,2.39,1.56,2017,Wawrinka S.,Lopez F.,0,29,4955,-0.8300000000000001,-0.8700000000000001,0,0
48477,37,Queens Club,AEGON Championships,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Troicki V.,Tipsarevic J.,39,59,5.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,,,,,,,,,2.25,1.57,,,2.1,1.65,2.1,1.81,1000,805,,,2.1,1.73,,,2.3,1.81,2.12,1.71,2017,Troicki V.,Tipsarevic J.,1,20,195,0.41000000000000014,0.48999999999999977,0,0
48478,37,Queens Club,AEGON Championships,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Chardy J.,Broady L.,80,404,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,,,,,,,,660,102,,,1.36,3.25,,,1.36,3.45,1.32,3.36,2017,Broady L.,Chardy J.,0,-324,-558,2.04,2.09,0,0
48479,37,Queens Club,AEGON Championships,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Thompson J.,Murray A.,90,1,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,13.0,1.04,,,10.0,1.02,15.42,1.04,593,9390,,,13.0,1.03,,,16.0,1.05,12.19,1.03,2017,Murray A.,Thompson J.,0,89,8797,-11.16,-14.95,0,0
48480,37,Queens Club,AEGON Championships,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Querrey S.,Norrie C.,28,235,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.1,7.0,,,1.09,6.25,1.1,8.33,1425,224,,,1.11,6.5,,,1.11,8.33,1.09,7.16,2017,Querrey S.,Norrie C.,1,207,1201,-6.07,-7.22,0,0
48481,37,Queens Club,AEGON Championships,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Muller G.,Basilashvili N.,26,51,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,1.2,4.33,,,1.17,4.4,1.17,5.64,1585,866,,,1.2,4.5,,,1.22,5.64,1.17,4.84,2017,Basilashvili N.,Muller G.,0,-25,-719,3.67,4.42,0,0
48482,37,Queens Club,AEGON Championships,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Cilic M.,Isner J.,7,21,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.5,2.5,,,1.53,2.35,1.55,2.61,4025,1930,,,1.61,2.25,,,1.62,2.61,1.55,2.42,2017,Cilic M.,Isner J.,1,14,2095,-0.8699999999999999,-0.9899999999999998,0,0
48483,37,Queens Club,AEGON Championships,2017-06-20 00:00:00,ATP500,Outdoor,Grass,1st Round,3,Medvedev D.,Mahut N.,60,77,6.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,2.62,1.44,,,2.35,1.53,2.51,1.58,799,670,,,2.5,1.53,,,2.62,1.64,2.46,1.53,2017,Mahut N.,Medvedev D.,0,-17,-129,-0.9299999999999999,-0.9800000000000002,0,0
48484,37,Queens Club,AEGON Championships,2017-06-21 00:00:00,ATP500,Outdoor,Grass,2nd Round,3,Young D.,Troicki V.,55,39,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,2.0,1.72,,,1.95,1.75,1.92,1.99,845,1000,,,2.0,1.8,,,2.05,1.99,1.95,1.84,2017,Young D.,Troicki V.,1,-16,-155,0.10999999999999988,0.05999999999999983,0,0
48485,37,Queens Club,AEGON Championships,2017-06-21 00:00:00,ATP500,Outdoor,Grass,2nd Round,3,Muller G.,Tsonga J.W.,26,10,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,2.62,1.44,,,2.65,1.42,2.8,1.5,1585,3040,,,2.75,1.44,,,2.85,1.5,2.72,1.45,2017,Muller G.,Tsonga J.W.,1,-16,-1455,1.2700000000000002,1.35,0,0
48486,37,Queens Club,AEGON Championships,2017-06-21 00:00:00,ATP500,Outdoor,Grass,2nd Round,3,Dimitrov G.,Benneteau J.,11,87,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,1.22,4.0,,,1.22,3.85,1.23,4.8,2980,599,,,1.22,4.33,,,1.26,4.8,1.22,4.2,2017,Dimitrov G.,Benneteau J.,1,76,2381,-2.9800000000000004,-3.54,0,0
48487,37,Queens Club,AEGON Championships,2017-06-21 00:00:00,ATP500,Outdoor,Grass,2nd Round,3,Berdych T.,Shapovalov D.,14,193,7.0,6.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,,,,,,,,,1.16,5.0,,,1.16,4.6,1.2,5.31,2570,279,,,1.17,5.0,,,1.2,5.4,1.17,4.98,2017,Shapovalov D.,Berdych T.,0,-179,-2291,3.8100000000000005,4.2,0,0
48488,37,Queens Club,AEGON Championships,2017-06-22 00:00:00,ATP500,Outdoor,Grass,2nd Round,3,Cilic M.,Kozlov S.,7,149,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.11,6.5,,,1.09,6.25,1.09,9.28,4025,379,,,1.1,7.0,,,1.13,9.28,1.1,7.05,2017,Cilic M.,Kozlov S.,1,142,3646,-5.949999999999999,-8.149999999999999,0,0
48489,37,Queens Club,AEGON Championships,2017-06-22 00:00:00,ATP500,Outdoor,Grass,2nd Round,3,Querrey S.,Thompson J.,28,90,7.0,6.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,,,,,1.3,3.4,,,1.32,3.1,1.33,3.64,1425,593,,,1.36,3.25,,,1.4,3.64,1.35,3.21,2017,Thompson J.,Querrey S.,0,-62,-832,1.8599999999999999,2.24,0,0
48490,37,Queens Club,AEGON Championships,2017-06-22 00:00:00,ATP500,Outdoor,Grass,2nd Round,3,Medvedev D.,Kokkinakis T.,60,698,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.53,2.37,,,1.57,2.25,1.63,2.44,799,30,,,1.61,2.25,,,1.67,2.44,1.61,2.3,2017,Medvedev D.,Kokkinakis T.,1,638,769,-0.6899999999999997,-0.77,0,0
48491,37,Queens Club,AEGON Championships,2017-06-22 00:00:00,ATP500,Outdoor,Grass,2nd Round,3,Lopez F.,Chardy J.,32,80,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.36,3.0,,,1.35,2.95,1.39,3.3,1220,660,,,1.4,3.0,,,1.42,3.3,1.37,3.03,2017,Chardy J.,Lopez F.,0,-48,-560,1.6599999999999997,1.88,0,0
48492,37,Queens Club,AEGON Championships,2017-06-23 00:00:00,ATP500,Outdoor,Grass,Quarterfinals,3,Muller G.,Querrey S.,26,28,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.61,2.3,,,1.6,2.2,1.63,2.47,1585,1425,,,1.67,2.2,,,1.67,2.47,1.62,2.3,2017,Muller G.,Querrey S.,1,2,160,-0.6799999999999997,-0.8000000000000003,0,0
48493,37,Queens Club,AEGON Championships,2017-06-23 00:00:00,ATP500,Outdoor,Grass,Quarterfinals,3,Cilic M.,Young D.,7,55,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.12,6.0,,,1.13,5.2,1.13,7.32,4025,845,,,1.14,5.5,,,1.17,7.32,1.13,5.97,2017,Cilic M.,Young D.,1,48,3180,-4.84,-6.15,0,0
48494,37,Queens Club,AEGON Championships,2017-06-23 00:00:00,ATP500,Outdoor,Grass,Quarterfinals,3,Dimitrov G.,Medvedev D.,11,60,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,,,,,1.33,3.4,,,1.32,3.1,1.31,3.92,2980,799,,,1.36,3.25,,,1.37,3.92,1.33,3.32,2017,Medvedev D.,Dimitrov G.,0,-49,-2181,1.9899999999999998,2.55,0,0
48495,37,Queens Club,AEGON Championships,2017-06-23 00:00:00,ATP500,Outdoor,Grass,Quarterfinals,3,Lopez F.,Berdych T.,32,14,7.0,6.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,,,,,,,,,1.8,2.0,,,1.8,1.9,1.86,2.07,1220,2570,,,1.8,2.0,,,1.9,2.12,1.81,2.0,2017,Berdych T.,Lopez F.,0,18,1350,0.18999999999999995,0.2200000000000002,0,0
48496,37,Queens Club,AEGON Championships,2017-06-24 00:00:00,ATP500,Outdoor,Grass,Semifinals,3,Cilic M.,Muller G.,7,26,6.0,3.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,1.5,2.62,,,1.47,2.5,1.51,2.81,4025,1585,,,1.5,2.62,,,1.52,2.81,1.48,2.65,2017,Cilic M.,Muller G.,1,19,2440,-1.17,-1.29,0,0
