,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,B365W,B365L,B&WW,B&WL,EXW,EXL,PSW,PSL,WPts,LPts,UBW,UBL,LBW,LBL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,year,Player1,Player2,Won,RankDiff,PtsDiff,OddsDiff,MaxOddsDiff,WeightedRndDiff,RoundDiff
49720,3,Pune,Tata Open,2018-01-01 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Fucsovics M.,Kicker N.,85,95,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.22,4.0,,,1.23,3.75,1.26,4.3,630,590,,,1.28,3.75,,,1.29,4.55,1.24,3.99,2018,Kicker N.,Fucsovics M.,0,-10,-40,2.75,3.26,0,0
49721,3,Pune,Tata Open,2018-01-01 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Kukushkin M.,Albot R.,74,86,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.53,2.37,,,1.55,2.3,1.65,2.37,693,616,,,1.57,2.37,,,1.66,2.45,1.59,2.35,2018,Kukushkin M.,Albot R.,1,12,77,-0.76,-0.7900000000000003,0,0
49722,3,Pune,Tata Open,2018-01-01 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Ojeda Lara R.,Vesely J.,198,62,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,3.25,1.33,,,3.1,1.32,3.27,1.38,260,815,,,3.25,1.36,,,3.5,1.38,3.19,1.34,2018,Vesely J.,Ojeda Lara R.,0,136,555,-1.8499999999999999,-2.12,0,0
49723,3,Pune,Tata Open,2018-01-01 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Herbert P.H.,Cecchinato M.,81,109,7.0,6.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,,,,,,,,,1.28,3.5,,,1.25,3.6,1.28,4.07,652,543,,,1.28,3.75,,,1.31,4.2,1.26,3.74,2018,Herbert P.H.,Cecchinato M.,1,28,109,-2.4800000000000004,-2.89,0,0
49724,3,Pune,Tata Open,2018-01-01 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Simon G.,Sandgren T.,89,96,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.44,2.62,,,1.45,2.55,1.47,2.85,610,583,,,1.5,2.62,,,1.5,3.0,1.46,2.68,2018,Simon G.,Sandgren T.,1,7,27,-1.2200000000000002,-1.5,0,0
49725,3,Pune,Tata Open,2018-01-01 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Ramanathan R.,Carballes Baena R.,148,106,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.68,2.3,,,1.66,2.1,1.73,2.1,379,550,,,1.65,2.1,,,1.73,2.36,1.65,2.21,2018,Carballes Baena R.,Ramanathan R.,0,42,171,0.56,0.6299999999999999,0,0
49726,3,Pune,Tata Open,2018-01-02 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Ivashka I.,Nagal S.,230,223,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.61,2.2,,,1.62,2.15,1.78,2.14,227,233,,,1.57,2.37,,,1.8,2.55,1.65,2.23,2018,Ivashka I.,Nagal S.,1,-7,-6,-0.5800000000000001,-0.7499999999999998,0,0
49727,3,Pune,Tata Open,2018-01-02 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Copil M.,88,93,5.0,7.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,,,,,,,,,2.75,1.4,,,2.75,1.4,2.95,1.45,612,601,,,3.0,1.4,,,3.05,1.51,2.82,1.42,2018,Copil M.,Djere L.,0,-5,-11,-1.4,-1.5399999999999998,0,0
49728,3,Pune,Tata Open,2018-01-02 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Kavcic B.,42,97,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.3,3.4,,,1.3,3.2,1.36,3.4,1130,581,,,1.36,3.25,,,1.36,3.56,1.33,3.27,2018,Kavcic B.,Haase R.,0,-55,-549,1.94,2.2,0,0
49729,3,Pune,Tata Open,2018-01-02 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Bhambri Y.,Kadhe A.,118,610,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.08,8.0,,,1.07,7.0,1.08,9.44,499,45,,,1.08,7.5,,,1.1,9.44,1.08,7.76,2018,Bhambri Y.,Kadhe A.,1,492,454,-6.68,-8.34,0,0
49730,3,Pune,Tata Open,2018-01-02 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Monteiro T.,Bemelmans R.,124,117,6.0,7.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,,,,,,,,,1.8,1.9,,,1.9,1.8,2.02,1.87,475,503,,,2.0,1.8,,,2.02,1.95,1.92,1.86,2018,Bemelmans R.,Monteiro T.,0,7,28,-0.05999999999999983,-0.07000000000000006,0,0
49731,3,Pune,Tata Open,2018-01-03 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,Fucsovics M.,41,85,6.0,4.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,,,,,,,,,2.1,1.66,,,2.1,1.65,2.2,1.75,1155,630,,,2.2,1.67,,,2.22,1.81,2.13,1.7,2018,Paire B.,Fucsovics M.,1,44,525,0.42999999999999994,0.41000000000000014,0,0
49732,3,Pune,Tata Open,2018-01-03 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Herbert P.H.,Bhambri Y.,81,118,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,2.25,1.57,,,2.25,1.57,2.38,1.65,652,499,,,2.37,1.57,,,2.5,1.7,2.34,1.59,2018,Bhambri Y.,Herbert P.H.,0,-37,-153,-0.7499999999999998,-0.8,0,0
49733,3,Pune,Tata Open,2018-01-03 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Haase R.,Jarry N.,42,113,3.0,6.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,,,,,,,,,1.3,3.4,,,1.3,3.2,1.36,3.45,1130,523,,,1.36,3.25,,,1.37,3.58,1.33,3.25,2018,Haase R.,Jarry N.,1,71,607,-1.92,-2.21,0,0
49734,3,Pune,Tata Open,2018-01-03 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Simon G.,Bautista Agut R.,89,20,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,3.5,1.28,,,3.45,1.27,3.85,1.31,610,2015,,,3.5,1.3,,,4.0,1.35,3.53,1.29,2018,Simon G.,Bautista Agut R.,1,-69,-1405,2.2399999999999998,2.65,0,0
49735,3,Pune,Tata Open,2018-01-03 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Kukushkin M.,Djere L.,74,88,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.33,3.25,,,1.32,3.1,1.38,3.34,693,612,,,1.33,3.4,,,1.41,3.4,1.35,3.14,2018,Djere L.,Kukushkin M.,0,-14,-81,1.79,1.99,0,0
49736,3,Pune,Tata Open,2018-01-03 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Cilic M.,Ramanathan R.,6,148,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.08,8.0,,,1.07,7.0,1.09,9.58,3805,379,,,1.1,7.0,,,1.1,9.58,1.08,7.98,2018,Ramanathan R.,Cilic M.,0,-142,-3426,6.9,8.48,0,0
49737,3,Pune,Tata Open,2018-01-03 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Ojeda Lara R.,Ivashka I.,198,230,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,2.75,1.4,,,2.65,1.42,2.86,1.48,260,227,,,2.75,1.44,,,3.0,1.5,2.76,1.43,2018,Ojeda Lara R.,Ivashka I.,1,32,33,1.3299999999999998,1.5,0,0
49738,3,Pune,Tata Open,2018-01-03 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Anderson K.,Monteiro T.,14,124,7.0,6.0,3.0,2.0,,,,,,,1.0,0.0,Retired,,,,,,,,,1.08,8.0,,,1.08,6.5,1.1,8.59,2480,475,,,1.1,7.0,,,1.12,8.59,1.09,7.26,2018,Anderson K.,Monteiro T.,1,110,2005,-6.17,-7.47,0,0
49739,3,Pune,Tata Open,2018-01-04 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Cilic M.,Herbert P.H.,6,81,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.16,5.0,,,1.15,4.75,1.19,5.57,3805,652,,,1.17,5.0,,,1.21,5.7,1.16,5.05,2018,Cilic M.,Herbert P.H.,1,75,3153,-3.8899999999999997,-4.49,0,0
49740,3,Pune,Tata Open,2018-01-04 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Simon G.,Ojeda Lara R.,89,198,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.12,5.5,,,1.13,5.2,1.17,6.2,610,260,,,1.14,5.5,,,1.17,6.5,1.14,5.52,2018,Ojeda Lara R.,Simon G.,0,-109,-350,4.38,5.33,0,0
49741,3,Pune,Tata Open,2018-01-04 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Anderson K.,Kukushkin M.,14,74,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,,,,,,,,,1.22,4.33,,,1.2,4.1,1.22,4.92,2480,693,,,1.25,4.0,,,1.26,4.95,1.22,4.27,2018,Kukushkin M.,Anderson K.,0,-60,-1787,3.05,3.6900000000000004,0,0
49742,3,Pune,Tata Open,2018-01-04 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Paire B.,Haase R.,41,42,7.0,5.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,,,,,2.2,1.66,,,2.1,1.65,2.23,1.75,1155,1130,,,2.1,1.73,,,2.29,1.76,2.16,1.68,2018,Haase R.,Paire B.,0,-1,-25,-0.4800000000000002,-0.53,0,0
49743,3,Pune,Tata Open,2018-01-05 00:00:00,ATP250,Outdoor,Hard,Semifinals,3,Simon G.,Cilic M.,89,6,1.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,,,,,,,,,3.4,1.33,,,3.2,1.3,3.55,1.35,610,3805,,,3.4,1.33,,,3.65,1.38,3.35,1.32,2018,Simon G.,Cilic M.,1,-83,-3195,2.0300000000000002,2.27,0,0
49744,3,Pune,Tata Open,2018-01-05 00:00:00,ATP250,Outdoor,Hard,Semifinals,3,Anderson K.,Paire B.,14,41,6.0,7.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,,,,,,,,,1.3,3.5,,,1.28,3.35,1.3,4.0,2480,1155,,,1.36,3.25,,,1.35,4.15,1.3,3.52,2018,Anderson K.,Paire B.,1,27,1325,-2.2199999999999998,-2.8000000000000003,0,0
49745,3,Pune,Tata Open,2018-01-06 00:00:00,ATP250,Outdoor,Hard,The Final,3,Simon G.,Anderson K.,89,14,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,2.75,1.44,,,2.65,1.42,2.94,1.47,610,2480,,,2.75,1.44,,,2.95,1.51,2.75,1.45,2018,Anderson K.,Simon G.,0,75,1870,-1.3,-1.4400000000000002,0,0
49746,4,Auckland,ASB Classic,2018-01-07 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Sousa J.,Young D.,59,63,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,,,,,,,,,1.72,2.0,,,1.72,2.0,1.8,2.11,850,816,,,1.73,2.1,,,1.83,2.25,1.76,2.05,2018,Sousa J.,Young D.,1,4,34,-0.2899999999999998,-0.41999999999999993,0,0
49747,4,Auckland,ASB Classic,2018-01-08 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Ferrer D.,Wu Y.,38,313,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.2,4.33,,,1.19,4.2,1.23,4.67,1270,157,,,1.2,4.5,,,1.26,4.85,1.22,4.26,2018,Ferrer D.,Wu Y.,1,275,1113,-3.04,-3.59,0,0
49748,4,Auckland,ASB Classic,2018-01-08 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Khachanov K.,Sugita Y.,48,41,6.0,1.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,1.53,2.37,,,1.57,2.25,1.61,2.46,1030,1200,,,1.61,2.25,,,1.65,2.46,1.59,2.33,2018,Khachanov K.,Sugita Y.,1,-7,-170,-0.74,-0.81,0,0
49749,4,Auckland,ASB Classic,2018-01-08 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Bautista Agut R.,Venus M.,21,40,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.03,12.0,,,1.02,10.0,1.02,21.97,1855,1225,,,1.05,10.0,,,1.06,21.97,1.03,12.33,2018,Bautista Agut R.,Venus M.,1,19,630,-11.3,-20.91,0,0
49750,4,Auckland,ASB Classic,2018-01-08 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Shapovalov D.,Dutra Silva R.,50,100,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.33,3.25,,,1.3,3.2,1.35,3.44,981,566,,,1.33,3.4,,,1.38,3.65,1.33,3.28,2018,Shapovalov D.,Dutra Silva R.,1,50,415,-1.9499999999999997,-2.27,0,0
49751,4,Auckland,ASB Classic,2018-01-08 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Cuevas P.,Daniel T.,33,98,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,,,,,,,,1370,579,,,,,,,1.39,2.94,1.39,2.94,2018,Daniel T.,Cuevas P.,0,-65,-791,1.55,1.55,0,0
49752,4,Auckland,ASB Classic,2018-01-08 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Gojowczyk P.,Smyczek T.,65,135,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,,,,,1.53,2.37,,,1.53,2.35,1.54,2.62,782,429,,,1.57,2.37,,,1.62,2.65,1.56,2.41,2018,Smyczek T.,Gojowczyk P.,0,-70,-353,0.8500000000000001,1.0299999999999998,0,0
49753,4,Auckland,ASB Classic,2018-01-09 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Johnson S.,Caruana L.,46,397,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,,,,,,,,1055,100,,,,,,,1.13,7.8,1.11,6.73,2018,Johnson S.,Caruana L.,1,351,955,-5.62,-6.67,0,0
49754,4,Auckland,ASB Classic,2018-01-09 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Vesely J.,Albot R.,64,88,3.0,6.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,,,,,,,,,1.72,2.0,,,1.75,1.95,1.89,2.0,815,616,,,,,,,1.91,2.12,1.81,1.98,2018,Albot R.,Vesely J.,0,-24,-199,0.16999999999999993,0.2100000000000002,0,0
49755,4,Auckland,ASB Classic,2018-01-09 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Lacko L.,Tsitsipas S.,90,80,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,,,,,2.75,1.4,,,2.75,1.4,2.57,1.56,605,655,,,2.75,1.44,,,2.95,1.57,2.66,1.47,2018,Tsitsipas S.,Lacko L.,0,10,50,-1.1900000000000002,-1.3800000000000001,0,0
49756,4,Auckland,ASB Classic,2018-01-09 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Ruud C.,43,137,0.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,,,,,1.36,3.0,,,1.35,2.95,1.4,3.18,1130,416,,,1.36,3.25,,,1.4,3.26,1.37,3.08,2018,Ruud C.,Haase R.,0,-94,-714,1.71,1.8599999999999999,0,0
49757,4,Auckland,ASB Classic,2018-01-09 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Chung H.,Sandgren T.,62,96,6.0,3.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,,,,,1.22,4.0,,,1.22,3.85,1.25,4.37,832,583,,,1.25,4.0,,,1.28,4.55,1.23,4.09,2018,Chung H.,Sandgren T.,1,34,249,-2.86,-3.2699999999999996,0,0
49758,4,Auckland,ASB Classic,2018-01-09 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Johnson S.,21,46,2.0,6.0,6.0,2.0,6.0,1.0,,,,,2.0,1.0,Completed,,,,,,,,,1.28,3.5,,,1.28,3.35,1.3,3.96,1855,1055,,,1.3,3.5,,,1.35,3.96,1.29,3.57,2018,Johnson S.,Bautista Agut R.,0,-25,-800,2.28,2.61,0,0
49759,4,Auckland,ASB Classic,2018-01-10 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Haase R.,Lacko L.,43,90,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.72,2.0,,,1.72,2.0,1.74,2.22,1130,605,,,1.67,2.2,,,1.84,2.3,1.75,2.07,2018,Lacko L.,Haase R.,0,-47,-525,0.31999999999999984,0.45999999999999974,0,0
49760,4,Auckland,ASB Classic,2018-01-10 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Vesely J.,Querrey S.,64,13,6.0,4.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,,,,,,,,,2.62,1.44,,,2.65,1.42,2.96,1.46,815,2535,,,2.75,1.44,,,3.0,1.5,2.78,1.44,2018,Vesely J.,Querrey S.,1,-51,-1720,1.3399999999999999,1.5,0,0
49761,4,Auckland,ASB Classic,2018-01-10 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Gojowczyk P.,Sock J.,65,8,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,2.75,1.4,,,2.65,1.42,2.8,1.5,782,3165,,,2.75,1.44,,,3.13,1.51,2.76,1.44,2018,Gojowczyk P.,Sock J.,1,-57,-2383,1.3199999999999998,1.6199999999999999,0,0
49762,4,Auckland,ASB Classic,2018-01-10 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Ferrer D.,Sousa J.,38,59,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.61,2.2,,,1.72,2.0,1.73,2.24,1270,850,,,1.8,2.0,,,1.83,2.25,1.73,2.09,2018,Ferrer D.,Sousa J.,1,21,420,-0.3599999999999999,-0.41999999999999993,0,0
49763,4,Auckland,ASB Classic,2018-01-10 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Khachanov K.,Cuevas P.,48,33,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.57,2.25,,,1.57,2.25,1.58,2.56,1030,1370,,,1.61,2.25,,,1.67,2.56,1.61,2.3,2018,Cuevas P.,Khachanov K.,0,15,340,0.6899999999999997,0.8900000000000001,0,0
49764,4,Auckland,ASB Classic,2018-01-10 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Shapovalov D.,12,50,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.36,3.0,,,1.38,2.8,1.47,2.91,2595,981,,,1.4,2.75,,,1.47,3.22,1.39,2.97,2018,Del Potro J.M.,Shapovalov D.,1,38,1614,-1.5800000000000003,-1.7500000000000002,0,0
49765,4,Auckland,ASB Classic,2018-01-10 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Chung H.,Isner J.,62,16,7.0,6.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,,,,,,,,,2.1,1.66,,,2.1,1.65,2.25,1.72,832,2265,,,2.1,1.73,,,2.26,1.83,2.14,1.7,2018,Chung H.,Isner J.,1,-46,-1433,0.44000000000000017,0.4299999999999997,0,0
49766,4,Auckland,ASB Classic,2018-01-10 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,Vesely J.,21,64,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.16,5.0,,,1.16,4.6,1.2,5.29,1855,815,,,1.2,4.5,,,1.22,5.5,1.18,4.8,2018,Vesely J.,Bautista Agut R.,0,-43,-1040,3.62,4.28,0,0
49767,4,Auckland,ASB Classic,2018-01-11 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Haase R.,Gojowczyk P.,43,65,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,2.2,1.66,,,2.0,1.72,2.11,1.83,1130,782,,,2.1,1.73,,,2.25,1.83,2.09,1.74,2018,Gojowczyk P.,Haase R.,0,-22,-348,-0.34999999999999987,-0.41999999999999993,0,0
49768,4,Auckland,ASB Classic,2018-01-11 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Ferrer D.,Chung H.,38,62,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,2.1,1.72,,,2.1,1.65,2.2,1.77,1270,832,,,2.1,1.73,,,2.25,1.8,2.1,1.73,2018,Chung H.,Ferrer D.,0,-24,-438,-0.3700000000000001,-0.44999999999999996,0,0
49769,4,Auckland,ASB Classic,2018-01-11 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Del Potro J.M.,Khachanov K.,12,48,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.28,3.75,,,1.25,3.6,1.29,4.08,2595,1030,,,1.28,3.75,,,1.3,4.3,1.27,3.79,2018,Khachanov K.,Del Potro J.M.,0,-36,-1565,2.52,3.0,0,0
49770,4,Auckland,ASB Classic,2018-01-12 00:00:00,ATP250,Outdoor,Hard,Semifinals,3,Bautista Agut R.,Haase R.,21,43,6.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,,,,,,,,,1.25,4.0,,,1.24,3.65,1.29,4.14,1855,1130,,,1.25,4.0,,,1.29,4.3,1.26,3.89,2018,Haase R.,Bautista Agut R.,0,-22,-725,2.63,3.01,0,0
49771,4,Auckland,ASB Classic,2018-01-12 00:00:00,ATP250,Outdoor,Hard,Semifinals,3,Del Potro J.M.,Ferrer D.,12,38,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.3,3.5,,,1.27,3.45,1.29,4.05,2595,1270,,,1.28,3.75,,,1.35,4.05,1.29,3.58,2018,Ferrer D.,Del Potro J.M.,0,-26,-1325,2.29,2.6999999999999997,0,0
49772,4,Auckland,ASB Classic,2018-01-13 00:00:00,ATP250,Outdoor,Hard,The Final,3,Bautista Agut R.,Del Potro J.M.,21,12,6.0,1.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,,,,,,,,,3.25,1.36,,,2.95,1.35,3.16,1.42,1855,2595,,,3.25,1.36,,,3.5,1.42,3.14,1.36,2018,Bautista Agut R.,Del Potro J.M.,1,-9,-740,1.78,2.08,0,0
49773,5,Sydney,Sydney International,2018-01-07 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Lorenzi P.,Thompson J.,45,99,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,2.25,1.57,,,2.25,1.57,2.38,1.64,1095,566,,,2.37,1.57,,,2.4,1.69,2.3,1.61,2018,Thompson J.,Lorenzi P.,0,-54,-529,-0.6899999999999997,-0.71,0,0
49774,5,Sydney,Sydney International,2018-01-07 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Dolgopolov O.,Troicki V.,37,54,6.0,3.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,,,,,,,,,1.4,2.75,,,1.4,2.75,1.43,3.01,1276,880,,,1.5,2.62,,,1.53,3.05,1.43,2.8,2018,Dolgopolov O.,Troicki V.,1,17,396,-1.3699999999999999,-1.5199999999999998,0,0
49775,5,Sydney,Sydney International,2018-01-07 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Dzumhur D.,Struff J.L.,30,53,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.83,1.83,,,1.85,1.85,1.92,1.97,1391,898,,,1.91,1.83,,,2.05,2.0,1.91,1.88,2018,Dzumhur D.,Struff J.L.,1,23,493,0.030000000000000027,0.04999999999999982,0,0
49776,5,Sydney,Sydney International,2018-01-08 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Berankis R.,Bolt A.,138,189,5.0,7.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,1.66,2.1,,,1.72,2.0,1.85,2.04,407,274,,,1.73,2.1,,,1.9,2.15,1.78,2.03,2018,Bolt A.,Berankis R.,0,-51,-133,0.24999999999999978,0.25,0,0
49777,5,Sydney,Sydney International,2018-01-08 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Popyrin A.,127,621,7.0,6.0,6.0,0.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.14,5.5,,,1.14,5.0,1.17,5.84,456,43,,,1.17,5.5,,,1.22,5.84,1.16,5.17,2018,Millman J.,Popyrin A.,1,494,413,-4.01,-4.62,0,0
49778,5,Sydney,Sydney International,2018-01-08 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Medvedev D.,Kohlschreiber P.,84,29,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,2.25,1.57,,,2.25,1.57,2.39,1.64,642,1440,,,2.2,1.67,,,2.43,1.71,2.27,1.62,2018,Medvedev D.,Kohlschreiber P.,1,-55,-798,0.6499999999999999,0.7200000000000002,0,0
49779,5,Sydney,Sydney International,2018-01-08 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Mannarino A.,Donskoy E.,28,71,5.0,7.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,1.44,2.62,,,1.45,2.55,1.52,2.71,1625,704,,,1.5,2.62,,,1.53,2.75,1.49,2.61,2018,Mannarino A.,Donskoy E.,1,43,921,-1.1199999999999999,-1.22,0,0
49780,5,Sydney,Sydney International,2018-01-09 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Mayer L.,Zverev M.,52,34,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,2.0,1.72,,,1.95,1.75,2.01,1.88,909,1302,,,2.0,1.8,,,2.06,1.92,1.96,1.83,2018,Zverev M.,Mayer L.,0,18,393,-0.1299999999999999,-0.14000000000000012,0,0
49781,5,Sydney,Sydney International,2018-01-09 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Lopez F.,Vukic A.,36,462,4.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,,,,,1.3,3.4,,,1.3,3.2,1.34,3.54,1295,77,,,1.3,3.5,,,1.38,3.67,1.31,3.41,2018,Vukic A.,Lopez F.,0,-426,-1218,2.1,2.29,0,0
49782,5,Sydney,Sydney International,2018-01-09 00:00:00,ATP250,Outdoor,Hard,1st Round,3,De Minaur A.,Verdasco F.,167,40,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,2.5,1.5,,,2.4,1.5,2.46,1.61,323,1225,,,2.5,1.53,,,2.62,1.62,2.43,1.55,2018,De Minaur A.,Verdasco F.,1,-127,-902,0.8800000000000001,1.0,0,0
